OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,ListOfAllPropertyUseTypes,LargestPropertyUseType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUseWN(kBtu),Electricity(kWh),ComplianceStatus,TotalGHGEmissions,GHGEmissionsIntensity,Âgebâtiment,out_clas,consumption_rate_Electricity,consumption_rate_Gas,consumption_rate_Steam,GFABuildingRate,GFAParkingRate,GFAPerBuilding,GFAPerFloor
24205,2016,NonResidential,Other,98134.0,7666203827,2,GREATER DUWAMISH,1.0,1,27933,Other,Other,,219.39999390000003,689.0999756,6129780.0,1796535.5,Compliant,42.73,1.53,56,Low,High Usage,Low Usage,Low Usage,1.0,0.0,27933.0,27933.0
24209,2016,NonResidential,Small- and Mid-Sized Office,98134.0,7666203920,2,GREATER DUWAMISH,1.0,1,23143,"Non-Refrigerated Warehouse, Office",Office,75.0,57.40000153,102.6999969,1328072.5,137694.2031,Compliant,38.87,1.68,33,Low,High Usage,High Usage,Low Usage,1.0,0.0,23143.0,23143.0
24216,2016,NonResidential,Small- and Mid-Sized Office,98134.0,7666204110,2,GREATER DUWAMISH,1.0,1,28800,"Non-Refrigerated Warehouse, Office",Office,73.0,67.5,107.5,2438706.5,230523.5938,Compliant,60.12,2.09,54,Low,High Usage,High Usage,Low Usage,1.0,0.0,28800.0,28800.0
24227,2016,NonResidential,Other,98134.0,7666204200,2,GREATER DUWAMISH,1.0,1,36400,"Other, Retail Store",Other,,45.0,94.69999695,1638043.5,235695.7031,Compliant,46.16,1.27,7,Low,High Usage,High Usage,Low Usage,1.0,0.0,36400.0,36400.0
24244,2016,NonResidential,Worship Facility,98116.0,7905200005,1,SOUTHWEST,1.0,2,35864,Worship Facility,Worship Facility,75.0,39.20000076,69.80000305,1404208.25,137113.9063,Compliant,43.64,1.22,68,Low,High Usage,High Usage,Low Usage,1.0,0.0,35864.0,17932.0
24250,2016,NonResidential,Worship Facility,98108.0,7925100200,2,GREATER DUWAMISH,1.0,1,20484,Worship Facility,Worship Facility,69.0,46.90000153,61.40000153,961253.6875,33717.30078,Compliant,38.38,1.87,62,Low,High Usage,High Usage,Low Usage,1.0,0.0,20484.0,20484.0
24259,2016,NonResidential,Other,98122.0,7942600675,3,CENTRAL,1.0,4,45082,Other/Specialty Hospital,Other/Specialty Hospital,,98.19999695,244.1999969,4426520.0,844015.125,Compliant,93.5,2.07,43,Low,High Usage,High Usage,Low Usage,1.0,0.0,45082.0,11270.5
24270,2016,NonResidential,Worship Facility,98103.0,3362900895,6,NORTHWEST,0.0,2,41600,Worship Facility,Worship Facility,58.0,33.09999847,72.80000305,1376059.25,206352.5938,Compliant,30.99,0.74,65,Low,High Usage,High Usage,Low Usage,1.0,0.0,inf,20800.0
24351,2016,NonResidential,Warehouse,98199.0,7666204480,2,GREATER DUWAMISH,1.0,3,71283,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,41.0,37.20000076,96.90000153,2654698.5,566226.1875,Compliant,43.17,0.61,100,Low,High Usage,High Usage,Low Usage,1.0,0.0,71283.0,23761.0
24359,2016,NonResidential,Small- and Mid-Sized Office,98122.0,7942600940,3,CENTRAL,1.0,5,72613,"Office, Parking",Office,84.0,55.29999924,145.6000061,2756929.5,611376.5,Compliant,41.96,0.58,32,Low,High Usage,High Usage,Low Usage,0.68617,0.31383,72613.0,14522.6
24374,2016,NonResidential,Retail Store,98118.0,7950301480,2,SOUTHEAST,1.0,1,36071,Retail Store,Retail Store,97.0,42.09999847,81.90000153,1519952.125,190315.0938,Error - Correct Default Data,50.76,1.41,48,Low,High Usage,High Usage,Low Usage,1.0,0.0,36071.0,36071.0
24381,2016,Nonresidential COS,Mixed Use Property,98118.0,7950304230,2,SOUTHEAST,1.0,1,28425,"Fitness Center/Health Club/Gym, Office, Other - Recreation",Fitness Center/Health Club/Gym,,82.0,175.5,2326238.0,356185.4063,Compliant,57.25,2.01,21,Low,High Usage,High Usage,Low Usage,1.0,0.0,28425.0,28425.0
24406,2016,NonResidential,Other,98125.0,3448001720,5,NORTH,1.0,3,35115,Automobile Dealership,Automobile Dealership,,58.5,151.8999939,2053325.25,445866.6875,Compliant,31.94,0.91,7,Low,High Usage,High Usage,Low Usage,1.0,0.0,35115.0,11705.0
24451,2016,NonResidential,Warehouse,98122.0,6003500295,3,EAST,1.0,2,43200,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,38.0,47.70000076,106.0,2061027.625,338685.5938,Compliant,49.18,1.14,101,Low,High Usage,High Usage,Low Usage,1.0,0.0,43200.0,21600.0
24458,2016,NonResidential,Small- and Mid-Sized Office,98134.0,7666204820,2,GREATER DUWAMISH,1.0,4,53840,"Office, Parking",Office,71.0,70.90000153,188.6000061,3034711.5,684993.375,Compliant,46.85,0.87,103,Low,High Usage,High Usage,Low Usage,0.76096,0.23904,53840.0,13460.0
24472,2016,NonResidential,Warehouse,98134.0,7666205550,2,GREATER DUWAMISH,1.0,1,48280,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,18.0,64.69999695,128.8999939,3123892.75,412415.1875,Compliant,78.57,1.63,48,Low,High Usage,High Usage,Low Usage,1.0,0.0,48280.0,48280.0
24479,2016,NonResidential,Supermarket / Grocery Store,98115.0,7974200020,4,NORTHEAST,1.0,1,32822,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,42.0,260.7000122,596.2999877999999,9134359.0,1585199.625,Compliant,219.93,6.7,51,Low,High Usage,High Usage,Low Usage,1.0,0.0,32822.0,32822.0
24482,2016,SPS-District K-12,K-12 School,98115.0,7974200250,4,NORTHEAST,1.0,1,64314,K-12 School,K-12 School,86.0,51.70000076,89.80000305,3370435.5,304246.6875,Error - Correct Default Data,108.05,1.68,68,Low,High Usage,High Usage,Low Usage,1.0,0.0,64314.0,64314.0
24484,2016,NonResidential,Worship Facility,98115.0,7974200451,4,NORTHEAST,1.0,2,20385,Worship Facility,Worship Facility,65.0,44.59999847,67.30000305,908877.375,56816.5,Compliant,34.04,1.67,66,Low,High Usage,High Usage,Low Usage,1.0,0.0,20385.0,10192.5
24493,2016,NonResidential,Supermarket / Grocery Store,98105.0,7974700270,4,NORTHEAST,1.0,1,24377,Supermarket/Grocery Store,Supermarket/Grocery Store,6.0,415.7000122,919.2999877999998,10133933.0,1669868.875,Compliant,260.32,10.68,43,Low,High Usage,High Usage,Low Usage,1.0,0.0,24377.0,24377.0
24514,2016,NonResidential,Supermarket / Grocery Store,98133.0,3126049389,5,NORTHWEST,0.0,1,45155,Supermarket/Grocery Store,Supermarket/Grocery Store,6.0,149.1000061,349.89999389999997,6732712.5,1243978.25,Compliant,158.63,3.51,30,Low,High Usage,High Usage,Low Usage,1.0,0.0,inf,45155.0
24531,2016,NonResidential,Warehouse,98108.0,3224049007,1,GREATER DUWAMISH,1.0,1,32000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,3.0,73.0,181.8000031,2340055.75,472220.1875,Compliant,41.77,1.31,50,Low,High Usage,High Usage,Low Usage,1.0,0.0,32000.0,32000.0
24532,2016,NonResidential,Warehouse,98108.0,3224049007,1,GREATER DUWAMISH,1.0,1,44000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,15.0,108.90000149999999,167.1000061,4947630.5,336495.5,Compliant,175.53,3.99,46,Low,High Usage,High Usage,Low Usage,1.0,0.0,44000.0,44000.0
24534,2016,NonResidential,Warehouse,98108.0,3224049007,1,GREATER DUWAMISH,1.0,1,36000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,44.0,90.40000153,123.59999850000001,3253334.25,144885.0,Compliant,124.4,3.46,43,Low,High Usage,High Usage,Low Usage,1.0,0.0,36000.0,36000.0
24536,2016,NonResidential,Warehouse,98108.0,3224049012,1,GREATER DUWAMISH,1.0,1,31360,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,,49.09999847,93.59999847,1526335.25,183531.7031,Compliant,43.18,1.38,37,Low,High Usage,High Usage,Low Usage,1.0,0.0,31360.0,31360.0
24537,2016,NonResidential,Warehouse,98108.0,3224049012,1,GREATER DUWAMISH,1.0,1,33320,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,,74.80000305,159.3000031,2499644.75,377852.5938,Compliant,64.75,1.94,37,Low,High Usage,High Usage,Low Usage,1.0,0.0,33320.0,33320.0
24538,2016,NonResidential,Warehouse,98108.0,3224049012,1,GREATER DUWAMISH,1.0,1,48020,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,71.0,53.70000076,119.8000031,2567827.75,425119.5938,Compliant,59.14,1.23,37,Low,High Usage,High Usage,Low Usage,1.0,0.0,48020.0,48020.0
24539,2016,NonResidential,Warehouse,98108.0,3224049012,1,GREATER DUWAMISH,1.0,1,27420,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,55.0,48.09999847,88.59999847,1340563.125,148811.0,Compliant,39.05,1.42,37,Low,High Usage,High Usage,Low Usage,1.0,0.0,27420.0,27420.0
24560,2016,NonResidential,K-12 School,98115.0,6844701005,5,NORTHEAST,1.0,2,43645,K-12 School,K-12 School,71.0,63.0,95.5,2332477.5,152074.9063,Compliant,85.15,1.95,67,Low,High Usage,High Usage,Low Usage,1.0,0.0,43645.0,21822.5
24710,2016,NonResidential,Other,98134.0,7666206700,2,GREATER DUWAMISH,1.0,4,44775,Other,Other,,24.5,47.5,1095347.375,130905.5,Compliant,29.88,0.67,107,Low,High Usage,High Usage,Low Usage,1.0,0.0,44775.0,11193.75
24579,2016,NonResidential,Other,98134.0,7666205935,2,GREATER DUWAMISH,2.0,1,27760,"Office, Other, Parking, Retail Store",Other,,86.5,136.1000061,3262533.0,239294.0938,Compliant,112.82,4.06,100,Low,High Usage,High Usage,Low Usage,1.0,0.0,13880.0,27760.0
24599,2016,NonResidential,Warehouse,98134.0,7666206136,2,GREATER DUWAMISH,3.0,1,51664,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,72.5,181.8000031,3743867.25,766120.3125,Compliant,66.77,1.29,28,Low,High Usage,High Usage,Low Usage,1.0,0.0,17221.333,51664.0
24600,2016,NonResidential,Medical Office,98126.0,7985400265,1,DELRIDGE,1.0,1,43615,Medical Office,Medical Office,89.0,77.69999695,144.0,3389213.25,381727.3125,Compliant,106.35,2.44,46,Low,High Usage,High Usage,Low Usage,1.0,0.0,43615.0,43615.0
24602,2016,Nonresidential COS,Other,98106.0,7985400296,1,DELRIDGE,1.0,2,28531,"Other, Parking",Other,,127.59999850000001,279.7000122,3611021.0,590199.875,Compliant,92.7,3.25,14,Low,High Usage,High Usage,Low Usage,1.0,0.0,28531.0,14265.5
24614,2016,SPS-District K-12,K-12 School,98115.0,8024202285,5,NORTH,1.0,1,36701,K-12 School,K-12 School,87.0,43.70000076,88.30000305,1760895.125,223159.0938,Error - Correct Default Data,47.98,1.31,57,Low,High Usage,High Usage,Low Usage,1.0,0.0,36701.0,36701.0
24624,2016,NonResidential,University,98103.0,8033700190,4,LAKE UNION,1.0,2,41293,"College/University, Medical Office",College/University,,73.0,171.8999939,3023468.0,566263.1875,Compliant,61.68,1.49,76,Low,High Usage,High Usage,Low Usage,0.63086,0.36914,41293.0,20646.5
24629,2016,NonResidential,Warehouse,98134.0,3573700406,2,GREATER DUWAMISH,1.0,1,48890,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,49.0,47.40000153,96.0,2315404.0,317224.5938,Compliant,61.6,1.26,75,Low,High Usage,High Usage,Low Usage,1.0,0.0,48890.0,48890.0
24630,2016,NonResidential,Small- and Mid-Sized Office,98134.0,3573700408,2,GREATER DUWAMISH,1.0,3,43473,Office,Office,3.0,101.5999985,319.0,4416909.5,1294522.0,Compliant,30.79,0.71,16,Low,High Usage,Low Usage,Low Usage,1.0,0.0,43473.0,14491.0
24636,2016,NonResidential,Retail Store,98126.0,3624039009,1,DELRIDGE,1.0,1,40265,Retail Store,Retail Store,19.0,92.30000305,276.10000610000003,3766310.0,1036525.625,Compliant,35.48,0.88,26,Low,High Usage,High Usage,Low Usage,1.0,0.0,40265.0,40265.0
24640,2016,NonResidential,Retail Store,98126.0,3624039009,1,DELRIDGE,1.0,1,26208,Retail Store,Retail Store,79.0,54.29999924,123.59999850000001,1761050.125,303859.0938,Compliant,37.61,1.44,11,Low,High Usage,High Usage,Low Usage,1.0,0.0,26208.0,26208.0
24646,2016,Nonresidential COS,Other,98106.0,3624039172,1,DELRIDGE,0.0,2,27227,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Pre-school/Daycare, Swimming Pool",Other - Recreation,,217.5,390.7000122,8556389.0,894881.8125,Compliant,286.89,10.54,41,Low,High Usage,High Usage,Low Usage,1.0,0.0,inf,13613.5
24649,2016,NonResidential,Mixed Use Property,98117.0,3626039053,6,BALLARD,1.0,1,42172,"Food Service, Other, Other - Education, Other - Entertainment/Public Assembly, Other - Recreation, Social/Meeting Hall",Other - Education,,87.40000153,115.59999850000001,3705229.5,138717.9063,Compliant,152.14,3.61,90,Low,High Usage,High Usage,Low Usage,1.0,0.0,42172.0,42172.0
24714,2016,NonResidential,Warehouse,98111.0,7666206990,2,GREATER DUWAMISH,1.0,2,41276,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,,69.80000305,113.90000149999999,2880753.0,230363.7031,Compliant,96.62,2.34,78,Low,High Usage,High Usage,Low Usage,1.0,0.0,41276.0,20638.0
24725,2016,NonResidential,Warehouse,98122.0,8061000025,3,CENTRAL,1.0,1,20000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,18.0,43.90000153,59.59999847,877874.875,37885.10156,Compliant,33.52,1.68,90,Low,High Usage,High Usage,Low Usage,1.0,0.0,20000.0,20000.0
24726,2016,NonResidential,Warehouse,98122.0,8061000045,3,CENTRAL,1.0,1,42000,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,,54.70000076,87.0,2298245.25,177045.0,Compliant,82.07,1.95,62,Low,High Usage,High Usage,Low Usage,1.0,0.0,42000.0,42000.0
24769,2016,NonResidential,Senior Care Community,98133.0,3226049568,5,NORTH,1.0,6,244500,Senior Care Community,Senior Care Community,100.0,46.29999924,103.1999969,11314740.0,1857741.375,Compliant,292.8,1.2,7,Low,High Usage,High Usage,Low Usage,1.0,0.0,244500.0,40750.0
24781,2016,NonResidential,Retail Store,98134.0,3573700195,2,GREATER DUWAMISH,1.0,1,37247,Retail Store,Retail Store,69.0,53.40000153,97.19999695,1988034.875,219225.7969,Compliant,58.36,1.57,52,Low,High Usage,High Usage,Low Usage,1.0,0.0,37247.0,37247.0
24803,2016,NonResidential,Retail Store,98117.0,7515000155,6,BALLARD,1.0,1,25384,Retail Store,Retail Store,11.0,136.6999969,303.2999878,3207111.5,530922.6875,Compliant,77.23,3.04,23,Low,High Usage,High Usage,Low Usage,1.0,0.0,25384.0,25384.0
24830,2016,NonResidential,Small- and Mid-Sized Office,98134.0,7666207340,2,GREATER DUWAMISH,1.0,2,39036,"Office, Other",Office,,39.59999847,87.0,1633524.125,266278.5938,Compliant,39.25,1.01,79,Low,High Usage,High Usage,Low Usage,1.0,0.0,39036.0,19518.0
24857,2016,NonResidential,Retail Store,98118.0,8113100170,2,SOUTHEAST,1.0,1,37883,"Retail Store, Supermarket/Grocery Store",Retail Store,88.0,240.3000031,461.6000061000001,12869714.0,1570918.75,Compliant,413.1,10.9,50,Low,High Usage,High Usage,Low Usage,1.0,0.0,37883.0,37883.0
24862,2016,NonResidential,K-12 School,98126.0,8123100005,1,DELRIDGE,1.0,3,29874,K-12 School,K-12 School,95.0,47.09999847,69.69999695,1478408.125,85064.10156,Compliant,54.27,1.82,54,Low,High Usage,High Usage,Low Usage,1.0,0.0,29874.0,9958.0
24868,2016,NonResidential,Worship Facility,98199.0,8127700530,7,MAGNOLIA / QUEEN ANNE,1.0,1,20140,"Parking, Worship Facility",Worship Facility,35.0,52.90000153,67.80000305,1164370.875,35870.39844,Compliant,47.08,2.34,51,Low,High Usage,High Usage,Low Usage,1.0,0.0,20140.0,20140.0
24876,2016,NonResidential,Self-Storage Facility,98133.0,3626039349,6,NORTHWEST,1.0,2,71874,Self-Storage Facility,Self-Storage Facility,,19.39999962,33.59999847,1393424.5,133637.7031,Compliant,44.97,0.63,26,Low,High Usage,High Usage,Low Usage,0.56328,0.43672,71874.0,35937.0
24895,2016,NonResidential,Supermarket / Grocery Store,98144.0,3646100390,3,CENTRAL,1.0,1,30630,"Other, Supermarket/Grocery Store",Supermarket/Grocery Store,27.0,200.3999939,629.2000122000001,6194518.0,1775642.75,Compliant,42.24,1.38,36,Low,High Usage,Low Usage,Low Usage,1.0,0.0,30630.0,30630.0
24908,2016,SPS-District K-12,K-12 School,98117.0,7518503620,6,BALLARD,1.0,3,117116,K-12 School,K-12 School,83.0,55.5,77.19999695,6499178.0,302358.8125,Compliant,256.31,2.19,85,Low,High Usage,High Usage,Low Usage,1.0,0.0,117116.0,39038.667
24909,2016,NonResidential,Worship Facility,98117.0,7518505195,6,BALLARD,1.0,2,24120,Worship Facility,Worship Facility,66.0,42.5,76.19999695,1024822.188,100909.2031,Compliant,31.54,1.31,88,Low,High Usage,High Usage,Low Usage,1.0,0.0,24120.0,12060.0
24911,2016,NonResidential,Worship Facility,98117.0,7518507190,6,BALLARD,1.0,3,35736,"Office, Worship Facility",Worship Facility,88.0,37.59999847,52.20000076,1342448.875,62454.89844,Compliant,51.15,1.43,87,Low,High Usage,High Usage,Low Usage,1.0,0.0,35736.0,11912.0
24948,2016,NonResidential,Retail Store,98134.0,7666207515,2,GREATER DUWAMISH,1.0,2,21900,Retail Store,Retail Store,40.0,65.69999695,123.8000031,1439042.25,168299.2031,Compliant,42.66,1.95,62,Low,High Usage,High Usage,Low Usage,1.0,0.0,21900.0,10950.0
24959,2016,NonResidential,Mixed Use Property,98134.0,7666207610,2,GREATER DUWAMISH,1.0,1,35310,"Non-Refrigerated Warehouse, Other, Refrigerated Warehouse",Other,,52.0,95.0,1519845.5,165367.7031,Compliant,44.68,1.27,64,Low,High Usage,High Usage,Low Usage,1.0,0.0,35310.0,35310.0
24991,2016,NonResidential,Other,98108.0,8159100110,2,GREATER DUWAMISH,1.0,3,36140,Other,Other,,134.0,420.70001219999995,4653535.0,1363872.875,Compliant,32.44,0.9,54,Low,High Usage,Low Usage,Low Usage,1.0,0.0,36140.0,12046.667
24994,2016,NonResidential,Other,98144.0,8170100120,3,DOWNTOWN,1.0,2,47963,"Other - Mall, Parking",Other - Mall,,277.5,501.3999938999999,8224244.0,855325.625,Compliant,298.91,6.23,25,Low,High Usage,High Usage,Low Usage,0.55416,0.44584,47963.0,23981.5
25069,2016,Campus,K-12 School,98104.0,5392100055,3,EAST,1.0,4,46100,"K-12 School, Parking",K-12 School,75.0,52.29999924,106.8000031,2412536.25,321668.5,Compliant,78.19,1.7,93,Low,High Usage,High Usage,High Usage,1.0,0.0,46100.0,11525.0
25124,2016,NonResidential,Other,98125.0,8822900840,5,NORTH,1.0,1,25406,"Personal Services (Health/Beauty, Dry Cleaning, etc)","Personal Services (Health/Beauty, Dry Cleaning, etc)",,97.80000305,259.1000061,2484501.5,557402.375,Compliant,41.96,1.65,56,Low,High Usage,High Usage,Low Usage,1.0,0.0,25406.0,25406.0
25163,2016,NonResidential,Warehouse,98134.0,3957900098,2,GREATER DUWAMISH,1.0,1,30000,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,32.0,108.1999969,155.5,3246531.0,176070.9063,Compliant,120.72,4.02,56,Low,High Usage,High Usage,Low Usage,1.0,0.0,30000.0,30000.0
25165,2016,Nonresidential COS,Warehouse,98108.0,3958900065,2,GREATER DUWAMISH,1.0,1,45036,"Non-Refrigerated Warehouse, Office, Repair Services (Vehicle, Shoe, Locksmith, etc)",Non-Refrigerated Warehouse,,47.40000153,99.09999847,1989787.875,289841.9063,Compliant,49.53,1.1,54,Low,High Usage,High Usage,Low Usage,1.0,0.0,45036.0,45036.0
25217,2016,SPS-District K-12,K-12 School,98116.0,6318000005,1,SOUTHWEST,1.0,1,51410,K-12 School,K-12 School,87.0,43.90000153,84.19999695,2256911.75,252658.5,Error - Correct Default Data,64.79,1.26,54,Low,High Usage,High Usage,Low Usage,1.0,0.0,51410.0,51410.0
25222,2016,NonResidential,Mixed Use Property,98101.0,6364000000,7,DOWNTOWN,1.0,39,1074552,"Hotel, Multifamily Housing, Parking",Multifamily Housing,65.0,43.79999924,115.40000149999999,26932200.0,6056265.5,Compliant,449.59,0.42,7,Low,High Usage,High Usage,Low Usage,0.89566,0.10434,1074552.0,27552.615
25250,2016,NonResidential,University,98119.0,8900000555,7,MAGNOLIA / QUEEN ANNE,1.0,2,122679,"College/University, Restaurant",College/University,,170.8999939,303.2999878,17612938.0,1788779.625,Compliant,588.25,4.8,57,Low,High Usage,High Usage,Low Usage,1.0,0.0,122679.0,61339.5
25251,2016,Campus,University,98119.0,8900000555,7,MAGNOLIA / QUEEN ANNE,14.0,2,537000,College/University,College/University,,181.3000031,278.89999389999997,96775464.0,6629278.0,Compliant,3768.66,7.02,71,Low,High Usage,High Usage,Low Usage,1.0,0.0,38357.143,268500.0
25276,2016,NonResidential,Warehouse,98134.0,3958900645,2,GREATER DUWAMISH,1.0,1,31569,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,12.0,101.4000015,157.3999939,3344952.0,235929.7969,Compliant,125.59,3.98,54,Low,High Usage,High Usage,Low Usage,1.0,0.0,31569.0,31569.0
25278,2016,NonResidential,Warehouse,98134.0,3958900786,2,GREATER DUWAMISH,1.0,1,39984,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,75.0,29.10000038,53.40000153,1163530.25,128166.0,Compliant,36.82,0.92,60,Low,High Usage,High Usage,Low Usage,1.0,0.0,39984.0,39984.0
25317,2016,SPS-District K-12,K-12 School,98102.0,6852700355,3,EAST,1.0,2,73769,K-12 School,K-12 School,92.0,39.40000153,67.30000305,2904558.75,259822.5938,Error - Correct Default Data,94.85,1.29,91,Low,High Usage,High Usage,Low Usage,1.0,0.0,73769.0,36884.5
25364,2016,NonResidential,Self-Storage Facility,98144.0,7133800125,3,GREATER DUWAMISH,1.0,2,28800,Self-Storage Facility,Self-Storage Facility,,44.0,95.40000153,1266706.875,198903.4063,Compliant,29.44,1.02,60,Low,High Usage,High Usage,Low Usage,1.0,0.0,28800.0,14400.0
25451,2016,NonResidential,Restaurant,98109.0,4088803010,3,LAKE UNION,1.0,2,26519,"Office, Restaurant",Restaurant,,140.1999969,318.2000122,3717064.0,636151.6875,Compliant,97.27,3.67,38,Low,High Usage,High Usage,Low Usage,1.0,0.0,26519.0,13259.5
25452,2016,NonResidential,Mixed Use Property,98109.0,4088803045,3,LAKE UNION,1.0,2,34639,"Other, Parking, Restaurant",Restaurant,,370.89999389999997,712.0999756,15960838.0,1946759.75,Compliant,515.71,14.89,28,Low,High Usage,High Usage,Low Usage,0.55536,0.44464,34639.0,17319.5
25457,2016,NonResidential,Other,98109.0,4088803510,7,MAGNOLIA / QUEEN ANNE,1.0,2,26300,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,,141.1000061,267.6000061,3711173.0,450739.5938,Compliant,116.94,4.45,95,Low,High Usage,High Usage,Low Usage,1.0,0.0,26300.0,13150.0
25461,2016,NonResidential,Restaurant,98109.0,4088803835,7,LAKE UNION,0.0,2,34072,Restaurant,Restaurant,,205.6999969,388.39999389999997,7007726.0,780828.6875,Compliant,226.81,6.66,54,Low,High Usage,High Usage,Low Usage,1.0,0.0,inf,17036.0
25464,2016,NonResidential,Small- and Mid-Sized Office,98109.0,4088803975,7,MAGNOLIA / QUEEN ANNE,1.0,4,30840,"Office, Restaurant",Office,30.0,126.1999969,261.8999939,3840161.75,552255.0,Compliant,101.21,3.28,51,Low,High Usage,High Usage,Low Usage,1.0,0.0,30840.0,7710.0
25522,2016,NonResidential,Mixed Use Property,98105.0,9191201460,4,NORTHEAST,1.0,4,32282,"Multifamily Housing, Office, Other, Parking",Multifamily Housing,,59.29999924,135.5,1500695.375,249606.4063,Compliant,34.62,1.07,19,Low,High Usage,High Usage,Low Usage,0.78363,0.21637,32282.0,8070.5
25528,2016,NonResidential,Large Office,98104.0,9195900000,7,DOWNTOWN,1.0,13,307557,"Multifamily Housing, Office, Parking, Retail Store",Office,,41.5,130.3999939,9691704.0,2788050.25,Compliant,66.32,0.22,33,Low,High Usage,Low Usage,Low Usage,0.72992,0.27008,307557.0,23658.231
25540,2016,NonResidential,Hotel,98104.0,5247800005,7,DOWNTOWN,1.0,4,45500,Hotel,Hotel,77.0,64.5,121.3000031,2934339.25,313468.0,Compliant,122.0,2.68,102,Low,High Usage,High Usage,High Usage,1.0,0.0,45500.0,11375.0
25543,2016,NonResidential,Small- and Mid-Sized Office,98104.0,5247800046,7,DOWNTOWN,1.0,4,42804,"Office, Retail Store",Office,,52.0,110.6999969,1598032.0,225503.0938,Compliant,46.53,1.09,116,Low,High Usage,High Usage,Low Usage,1.0,0.0,42804.0,10701.0
25546,2016,NonResidential,Mixed Use Property,98104.0,5247800080,7,DOWNTOWN,0.0,5,57600,"Financial Office, Multifamily Housing, Parking, Residence Hall/Dormitory",Residence Hall/Dormitory,,145.3999939,286.89999389999997,7355579.0,937257.125,Compliant,223.36,3.88,11,Low,High Usage,High Usage,Low Usage,1.0,0.0,inf,11520.0
25563,2016,NonResidential,Warehouse,98109.0,4088804350,7,MAGNOLIA / QUEEN ANNE,1.0,2,29498,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,,136.0,378.10000610000003,3930355.5,953599.875,Compliant,50.05,1.7,48,Low,High Usage,High Usage,Low Usage,1.0,0.0,29498.0,14749.0
25657,2016,NonResidential,Small- and Mid-Sized Office,98104.0,5247800350,7,DOWNTOWN,1.0,3,28142,Office,Office,96.0,32.40000153,66.19999695,911154.125,121366.1016,Compliant,34.08,1.21,116,Low,High Usage,High Usage,High Usage,1.0,0.0,28142.0,9380.667
25658,2016,NonResidential,Small- and Mid-Sized Office,98104.0,5247800355,7,DOWNTOWN,1.0,3,28760,"Non-Refrigerated Warehouse, Office, Retail Store",Office,,112.0,170.6000061,2726126.75,167702.0938,Compliant,124.59,4.33,116,Low,High Usage,High Usage,High Usage,1.0,0.0,28760.0,9586.667
25661,2016,NonResidential,Small- and Mid-Sized Office,98104.0,5247800380,7,DOWNTOWN,0.0,3,47215,"Office, Retail Store",Office,58.0,46.40000153,135.1000061,2136896.0,468222.3125,Compliant,63.81,1.35,107,Low,High Usage,High Usage,Low Usage,1.0,0.0,inf,15738.333
25663,2016,Nonresidential COS,Other,98122.0,6003500315,3,EAST,1.0,2,61580,"Other, Parking",Other,,123.8000031,332.39999389999997,4489734.5,975101.0,Compliant,69.53,1.13,90,Low,High Usage,High Usage,Low Usage,0.56155,0.43845,61580.0,30790.0
25694,2016,NonResidential,Other,98105.0,4092301550,4,NORTHEAST,1.0,2,28586,Other,Other,,187.8999939,590.0999756,5078204.0,1488336.25,Compliant,35.4,1.24,54,Low,High Usage,Low Usage,Low Usage,1.0,0.0,28586.0,14293.0
25709,2016,NonResidential,Hotel,98104.0,5247802370,2,DOWNTOWN,1.0,3,28800,"Hotel, Restaurant",Hotel,,161.3000031,257.7000122,4644346.0,357061.5,Compliant,190.45,6.61,108,Low,High Usage,High Usage,Low Usage,1.0,0.0,28800.0,9600.0
